-4.779736525115314549e-01	7.671153256336600279e-01	-1.997864648381828090e+00	3.499994551259580255e+00	-2.369021073939229893e+00
-4.713203120174878635e-01	8.711489766079202335e-01	-2.773410362297807019e+00	3.657402515318887826e+00	6.844177087891540889e-01
-4.832500588727161595e-01	7.348974386365835221e-01	-1.926267333824292827e+00	2.900242595305399185e+00	4.730455301556664161e-01
-4.657793933875492010e-01	8.551465559306276054e-01	-2.497297153171365025e-01	2.719473248531029785e+00	-3.249458188836324091e+00
-4.777442960923742876e-01	8.660405872125873650e-01	-2.244135630607633658e+00	2.827441769344408939e+00	-3.609668757025050745e-01
-4.767357938325510469e-01	1.093835876888858083e+00	-3.360396219283090513e+00	3.079537166534829673e+00	7.886347209062396502e-01
-4.600518042298216148e-01	8.122707112323528378e-01	-2.573751620642460214e+00	3.306422695912067500e+00	-7.182434145476667142e-01
-4.713221935119499828e-01	8.978769425348676059e-01	-2.263493986919195677e+00	3.221065988479530073e+00	-1.272532588851037261e+00
-4.757845806699215752e-01	7.815396390366725621e-01	-3.086923027597125113e+00	3.065105439458593484e+00	2.012270738256871638e-01
-4.707869962262722918e-01	9.099823363604691018e-01	-2.102494364679964534e+00	2.938241398744708022e+00	-1.149193038493999008e+00
-4.769506450707999834e-01	9.158478705661132757e-01	-3.990656027163722364e+00	2.921519872625111258e+00	6.902658472781413312e-01
-4.685674824175625197e-01	8.363882810786307243e-01	-3.611073145218783420e+00	2.816437502077464572e+00	1.568959807115054339e+00
-4.778155069667780475e-01	8.600691776399949084e-01	-2.456743708129921266e+00	3.059242879608565779e+00	3.181875182091213894e-01
-4.779169142680369520e-01	9.510952142522381969e-01	-3.569250557416748126e+00	2.827774809234503195e+00	5.468692635779017763e-01
-4.707197939398604647e-01	8.420460017896934657e-01	-2.083132848680446791e+00	3.440286172101024498e+00	-1.427475792024542667e+00
-4.749142643804022401e-01	7.409518081644668186e-01	-2.732707957467271687e+00	2.443471723738281476e+00	1.060121053099320809e+00
-4.735686111391533282e-01	1.128882834491390152e+00	-7.552666943483297146e-01	3.045015543061976082e+00	-1.060544932635905768e+00
-4.709797388678104713e-01	8.410741683444448169e-01	-2.899350721030011346e+00	2.924509498710267774e+00	4.730656012344462980e-01
-4.653268574262955370e-01	1.011112884500423803e+00	-1.159699993071330759e+00	3.726923715774395962e+00	-3.961165840727606025e+00
-4.709633257806624673e-01	8.580348478130551682e-01	-2.895918346692525347e+00	2.793154909159436983e+00	5.146860432271176400e-01
-4.595497561950422361e-01	9.780136193256930843e-01	-3.216936798907358064e+00	1.863330485018942939e+00	2.109926411279199332e-01
-4.622751254896727002e-01	8.679532712194426569e-01	-1.859206767007671068e+00	1.836384755945972058e+00	9.031757949559040544e-01
-4.724099005630217341e-01	7.891272249872125499e-01	-3.325589560321236871e+00	3.214694180704234405e+00	-1.431278783519202680e+00
-5.059749553109175180e-01	9.069732735390648726e-01	-3.956219997877825634e+00	2.729434657752604743e+00	4.337433252879098755e-01
-4.778515116279337671e-01	7.167418868177606317e-01	-3.074212692577674044e+00	3.191312345401972728e+00	1.024677318369427326e+00
-4.725290806494402696e-01	7.802928665896854410e-01	-2.800407033712831506e+00	3.225207584069921918e+00	-1.824538435618944909e+00
-4.627317317590478041e-01	7.299062048470889019e-01	-2.805957131702676577e+00	3.537518860195587589e+00	-2.538591553238600973e+00
-4.765472048509333258e-01	5.926930708128870240e-01	-2.458549596868807807e+00	3.389982520166648694e+00	-7.552357807887242203e-01
-4.829083795465390905e-01	7.834417787023520985e-01	-2.184718780919987502e+00	2.337241119325590422e+00	2.338614697493346384e-01
-4.758114372890600574e-01	7.821808762414850236e-01	-2.460189298139446201e+00	3.412990790319034407e+00	-8.094065675476165289e-01
-4.774079543474994414e-01	8.476186783064868502e-01	-3.538363784320346372e+00	3.255125865191023316e+00	4.076515226730257346e-01
-4.780950803485308764e-01	6.526738940958363155e-01	-2.854274284916600291e+00	3.658743175253439173e+00	1.067912857521944536e+00
-4.755350185355000647e-01	9.394857878490671110e-01	-1.942775564235974972e+00	3.191287957422021204e+00	-3.294183871977056643e+00
-4.855871927133442179e-01	8.407297210588650094e-01	-1.345866740698912878e+00	3.243645356633282351e+00	-3.016735855572920233e+00
-4.032761907182432770e-01	7.630757395819037781e-01	-3.987561493259612178e+00	2.743203984910465021e+00	5.114709776470932612e-01
-6.060653403310098941e-01	9.379355214432989474e-01	-3.935280794720399378e+00	2.903082810010210402e+00	6.517357054804245875e-01
-4.880856354107885320e-01	8.892672621722678139e-01	-2.933269728460348613e+00	2.327649438081391686e+00	4.521819146169230308e-01
-4.628650840099631236e-01	9.030176501601855366e-01	-2.574690363967217621e+00	2.762545934311866347e+00	-9.123870472709705304e-01
-4.786972837235734524e-01	9.123371144546141842e-01	-3.987362749848888388e+00	2.930528170886007810e+00	7.324805344491439607e-01
-4.707758519235918371e-01	8.705499372568539229e-01	-3.344862222216801406e+00	3.085019608960373194e+00	-4.731370546780409025e-01
-4.706309265565377653e-01	8.588930273895796219e-01	-3.515342971625938340e+00	2.780084461903437276e+00	5.382043767373289045e-01
-5.648628604249770202e-01	9.065452032548113603e-01	-3.941232720407713330e+00	2.869902794832576820e+00	5.203901284753963408e-01
-4.777529767430961916e-01	9.804440956379323335e-01	1.265079200511075364e+00	2.836125489608293915e+00	-2.753369415411706100e+00
-5.139861152028861735e-01	1.012507203717764925e+00	-3.963040742734781130e+00	2.803369257242442458e+00	6.585868030392361128e-01
-4.666915431390048496e-01	6.749499622412494793e-01	-2.864162241890417793e+00	3.077938822189536960e+00	1.329786535375642620e+00
-4.667581277928664063e-01	8.491318627747408421e-01	-2.997911666235812067e+00	2.401711201055179767e+00	1.223350166258562854e+00
