1.951444526622118369e-01	3.636534070362346105e-02	1.110617302850820318e-03	1.584001302233225411e-02	5.746641131714742660e-04	4.405395794849603988e-03	1.056971524542498451e-02	2.063550270059583136e-02	1.147767073653817478e-02	8.093994672287751699e-03	4.445968659979335734e-03	4.283402939637929313e-02	1.320100875241352230e-02	1.015636811364363339e-02	6.656922020497567632e-04	1.765212890153444736e-02	4.929907729539253526e-03	6.741512978845058679e-03	2.581109228415988215e-03	9.436855145737735318e-03	3.505338082349943041e-03	1.782007099749179568e-03	2.849505136989358665e-03	4.772422064487995795e-03	2.403023369548512676e-03	2.470520657986126009e-03	4.611092332789380917e-03	9.554175356634707697e-03	2.600389744062993769e-03	1.330982227467136358e-03
1.047537391671566481e-02	3.621886882308069516e-02	1.910276198869512859e-02	9.543225786985283163e-03	5.624268215493610779e-04	4.431446699284899426e-03	1.049882852642702695e-02	1.988419183551786568e-02	1.143536377442474702e-02	6.820937779394421405e-03	4.442128032496422269e-03	2.478768887484517416e-02	1.319928485088637041e-02	4.382072627039990988e-04	9.999859660391133970e-04	2.988309490484612058e-02	4.932704649100849020e-03	6.791418930097128243e-03	6.016933086946402685e-03	1.369040953581794444e-02	2.054788364704842468e-02	1.772081897389065621e-03	1.559140569950944171e-03	4.904981773624084163e-03	2.490918505664316360e-03	1.044523246986584462e-02	4.848688155085366727e-03	9.516158418905266633e-03	3.180984419325105436e-03	1.294340181221319145e-03
1.278146566607570207e-02	3.642316800459421966e-02	9.227647170803283255e-03	9.543030575655125219e-03	5.882873765033484097e-04	4.430679757251132327e-03	1.050147210065757557e-02	1.985839963328074262e-02	1.142345648984407873e-02	6.820642212538401833e-03	4.442323436908591529e-03	2.589086117523673250e-02	1.319912381623716997e-02	9.124903847788310221e-03	1.408701850818183101e-03	2.988379422110589920e-02	4.932701898846926850e-03	6.791255766805408614e-03	6.027300412740811339e-03	1.397926805498186757e-02	2.190102642488815990e-02	1.763327743987530083e-03	3.978232330763568393e-03	4.865421732982238255e-03	2.489567051618298433e-03	1.066228281105984811e-02	4.854315515807713054e-03	9.526320219866846531e-03	3.182965063397697955e-03	1.288362847554241561e-03
8.707582690310513782e-03	3.642226750708786598e-02	1.695181565020167924e-02	9.543220734161469293e-03	6.845224708358564310e-04	1.222300170903994204e-02	1.049882925438097581e-02	1.988408676438784342e-02	1.142248666059809091e-02	6.820941178978605010e-03	4.442331969995581137e-03	2.588415645086887887e-02	1.319937002396986275e-02	9.160716651508939851e-03	1.408701898287058286e-03	2.988319156227582651e-02	4.932705754669774491e-03	6.794642925638950080e-03	6.015640794499807140e-03	1.397927958491253578e-02	2.188816088555906730e-02	1.771883614244636846e-03	3.962549209019537028e-03	4.865735464650493801e-03	2.488353820354558595e-03	1.066229496479014285e-02	4.855083943666161327e-03	9.505636444635982146e-03	3.184072418164850433e-03	1.288879674698389976e-03
8.446931429309487248e-13	1.260410857451354366e-02	2.384628464240165849e-02	1.237244222963246321e-02	1.321904424263518549e-02	1.804311883646196948e-02	2.900065244761879102e-02	8.208274300265570866e-03	5.745486116612041373e-03	7.405113753680239372e-03	1.317296061454422372e-02	1.369291935327114282e-02	1.529509693306552350e-02	4.549644827531023131e-03	3.513447047765651515e-03	3.669210487493531486e-02	1.855462230213828292e-02	5.566819047720165947e-02	2.612872022017764372e-03	1.336502476830529751e-03	2.340159772720874776e-03	1.944256967041069900e-02	2.689303645294700840e-02	6.977736237830033886e-04	9.005752729858786804e-03	2.969010884591671839e-02	1.302495672825137703e-03	2.461578749507443292e-02	2.079405096516683329e-02	9.478377859403968415e-04
1.729490659586067902e-01	3.804409262796856067e-02	1.285086513477405948e-03	1.589449492815261239e-02	5.757989831617890469e-04	4.381007344281885249e-03	1.055983924147528390e-02	8.204598872694793613e-03	1.149862876539524924e-02	7.375783966993720679e-03	2.222373807714473487e-02	8.282983620354806426e-03	7.260227307989697287e-03	2.723190886169800373e-02	8.164086488358294862e-04	3.014158606518787739e-02	5.817453751538633616e-03	6.134348061624304155e-03	5.974180099403932943e-03	2.515725800775020851e-03	2.071782638507689220e-02	1.482917427937404959e-03	2.066095213445830886e-03	4.751249117628603830e-03	2.387607610877391130e-03	1.064494147758292784e-02	4.458777386652502256e-03	6.395168268006599238e-03	3.051215087979793940e-03	1.421454194619215655e-05
1.943401064732646899e-01	3.615115952594862708e-02	1.293472846358913663e-03	7.072187667948011749e-03	5.748789499702928801e-04	8.246933837448056775e-03	1.061980065755327093e-02	1.818059424984587794e-02	1.560752981699702925e-02	7.378322364183942210e-03	1.153804657822992373e-02	4.306564986780026666e-02	6.742518541234433435e-03	1.016099009593105125e-02	6.667231481013482760e-04	3.025719022968322708e-02	4.940746691864414918e-03	6.139850722418952432e-03	5.989881278760638555e-03	1.697092482729898244e-03	2.072044837231800871e-02	1.482812497009187514e-03	2.425885529093002937e-03	4.741120323860849306e-03	2.321497459629811265e-03	1.072171129377200854e-02	3.279031307005493470e-03	2.733475640753020922e-03	4.332955790994852396e-03	6.310480202695667798e-04
1.945780453925173847e-01	3.647489850624516944e-02	1.245061830323134899e-03	1.606228713502872579e-02	5.728266741339803217e-04	4.389910389840713002e-03	1.068474457734449462e-02	1.845988537273366217e-02	5.932743544571943833e-03	7.328645729704718476e-03	1.160430915201794179e-02	4.330960190089620798e-02	7.259866198875453668e-03	1.016297934254400612e-02	6.641048627779948775e-04	3.025905698698591953e-02	4.881508821693256520e-03	5.849794625822946591e-03	4.781821478043214724e-03	2.517572425339074330e-03	2.072482501976443542e-02	1.504036756807195950e-03	2.066079323872121142e-03	4.687456902635586502e-03	2.388975045250984162e-03	1.071570659068816524e-02	4.675840091721554515e-03	6.161887892166995236e-03	9.927759210345767256e-04	1.200783992480007438e-03
1.945747306526606490e-01	3.647592736586628692e-02	1.294711000104948207e-03	1.588809585140605468e-02	6.963404023080786058e-04	4.386511877410012757e-03	1.059060416118030347e-02	1.837648387526816599e-02	8.977105007531099856e-03	7.348239928846429792e-03	1.153536249667601321e-02	4.306565523615044772e-02	7.257922401438124047e-03	1.015809856855230502e-02	6.664661168318893221e-04	3.025606511934005732e-02	3.567328060571361981e-04	6.140146929469255006e-03	5.990022454155421831e-03	2.517833823100070444e-03	2.072507729246226768e-02	1.488535509586630737e-03	2.066098149887351815e-03	4.747563899298584168e-03	2.391075101844784660e-03	1.163338713650444688e-02	4.489331359015655797e-03	6.392066761266198584e-03	2.748499441848830261e-03	1.236717163990541657e-03
1.945780741753131426e-01	3.647822265501224348e-02	1.293481263015913056e-03	1.589310289828172254e-02	9.123429886425521700e-04	4.386511559566412359e-03	1.059061874104555261e-02	1.837648623021839386e-02	1.149859967331264866e-02	7.348728633556602698e-03	1.153785316410540877e-02	4.306566193100793555e-02	7.258612583973304833e-03	1.015869966937693950e-02	6.664703891102371483e-04	3.026293602429458787e-02	4.930490414697774430e-03	6.140401378687857306e-03	5.990022803070001352e-03	2.517027054511037851e-03	2.235829103912706506e-03	1.482985789735797189e-03	2.066095289159338832e-03	4.750788238005817891e-03	2.388921026570095096e-03	1.072153005782450208e-02	4.500499886095095554e-03	6.443717389354789576e-03	2.600023038011425088e-03	1.236621100852875778e-03
3.338878903740116755e-01	3.651746222031996419e-02	7.355026242020088617e-03	1.658183073235763860e-02	1.835120653281852423e-03	4.389675900995214201e-03	7.972533916387941622e-03	1.740686477963724341e-03	1.159376269335148091e-03	5.923837725965083560e-03	1.865296030319642208e-03	5.275849679857762091e-03	9.222482175069929636e-03	1.496581174035903350e-02	3.329567901046984277e-03	1.556307429418455658e-02	6.917005182259049374e-03	2.418375696652816549e-03	7.689394360112476734e-03	1.414346615390919479e-02	1.962641551666160014e-02	3.972536263961128598e-03	1.258495978831931190e-03	5.226792139538885724e-03	1.114751412143690813e-02	7.517377077294286856e-03	1.136004307573377711e-03	1.003989106141898839e-02	4.096176429515037236e-03	1.111284967869305244e-02
3.377396797323668487e-01	4.340148544783525852e-03	1.550534267874435247e-02	1.622408125163916567e-02	1.941352719539838657e-03	4.388873937720851222e-03	7.107510215542128459e-03	1.741515596277021585e-03	1.207909526208454263e-03	5.928474210476259235e-03	1.865101936104173212e-03	5.275845546975578906e-03	9.200309991689074873e-03	1.522538789066648496e-02	3.331084170147378606e-03	1.555663889826145938e-02	6.780278087249836522e-03	1.352349240410047207e-03	7.173885242754900020e-03	1.411843750085474067e-02	1.915484419584373779e-02	3.990385136256876381e-03	2.374709079212869358e-03	5.226958312439192872e-03	1.114752921734180578e-02	7.519752923996456812e-03	1.136790662901003557e-03	1.003351430089358468e-02	1.126415229980336176e-03	1.477769324153749980e-02
3.376655613846443194e-01	1.573107454667774935e-02	1.550534172229111642e-02	1.661083345306573616e-02	1.821225001880751732e-03	4.390371893355545473e-03	7.094612268783431416e-03	1.740781142104796736e-03	1.142237995693023631e-03	5.928437217099209212e-03	1.865101936104421494e-03	5.275845548706691555e-03	9.200253162493945633e-03	1.522541324743786548e-02	3.331290956222829423e-03	1.557162545330004894e-02	6.780730429547002572e-03	1.337094788190424429e-03	7.174153522341704566e-03	1.411933018219450539e-02	1.915607019720401427e-02	3.990426427859015621e-03	1.703829816733007634e-03	5.226748985862743682e-03	1.114752914122647993e-02	7.520307947559180806e-03	1.134310487546960188e-03	1.003896471122575455e-02	1.104435567787018756e-03	4.067530046289983756e-03
1.543699431554664040e-14	2.043191369909568358e-02	8.915913265399118617e-03	4.075450297370819368e-03	1.536832233888398708e-02	1.510317663487982694e-02	5.896084059956291368e-02	3.642611286104707226e-03	9.446773181396127608e-03	6.810528396763301188e-04	3.857474417924525861e-02	3.005788725452353261e-02	1.019641698861428530e-03	1.568081449366369451e-02	1.692915651746145986e-02	4.115292467565173640e-02	1.369703410051217873e-02	5.492021515221655326e-02	3.022808283658778850e-02	6.362134778625590237e-02	2.589802110035649071e-02	6.211960471529322236e-02	1.104669659115548389e-02	3.882525270585920202e-02	2.494922154763399777e-02	2.764206647186861002e-02	6.839606099574410680e-02	6.049022059157726366e-02	1.484457041783562338e-02	8.130498923167341074e-02
4.488539595427581963e-01	2.440658646789185815e-02	9.631123591863950326e-03	7.284208186342337743e-03	9.335892099425707399e-03	1.360728029293174833e-04	2.674233899190042556e-03	8.913364605447683317e-03	1.274095099927887061e-02	5.162721153660352995e-03	7.357958032624416569e-03	1.660272358445331539e-02	8.385522039254092452e-03	8.248057422711268377e-03	5.304153418172051493e-03	2.086459394439875437e-02	5.994099865647141770e-03	2.703160370653978888e-03	1.733657528223868372e-02	1.780875943906720313e-02	1.062282040388636169e-02	3.696544735993291877e-03	5.290018934078369404e-04	5.978574618664268640e-04	4.394914781900560556e-03	1.392953644862347101e-02	4.824611925941949334e-03	9.111344680695810001e-04	8.031872750571671452e-03	6.337726025791872234e-03
1.869107963072379475e-01	3.636439545715359350e-02	1.108350828911795673e-03	1.584000859817359316e-02	7.704283639713346019e-04	4.405512716271525915e-03	1.058446833840424178e-02	2.067317990661506413e-02	1.143266893461373709e-02	7.187700719855565773e-03	4.443929913213778143e-03	4.437316221123727145e-03	1.320105143185046175e-02	1.016670739915477052e-02	6.890647874104004200e-04	3.034857936010358290e-02	4.933326042221884873e-03	6.794035136311310681e-03	5.981109887707647052e-03	2.650200303440363673e-03	2.193140612113899865e-02	1.812195380194352948e-03	1.447852449659959998e-03	4.772113575933751781e-03	2.395473294423341570e-03	1.066313569438359990e-02	4.627434829384186911e-03	9.218673523657752722e-03	2.600386235681691281e-03	1.321174544214189167e-03
1.186361938801315855e-15	1.117723090631490661e-02	9.735056275513732232e-03	4.375646854122136262e-03	1.328560408088650009e-02	1.575492519678402953e-02	5.885821433723016638e-02	2.077268118625318072e-02	7.820141152645761554e-03	3.317611522595381723e-02	3.517610346169789542e-02	2.525320180751044682e-02	8.289333995741278785e-03	1.769035512126227241e-02	1.805232223960208035e-02	4.073058741794809146e-02	1.368196256254098318e-02	5.290627055002848633e-02	3.024637781128280620e-02	6.362616536616495788e-02	2.362254622083963945e-02	4.226969414677131387e-02	3.254455826931725720e-02	2.409728037193584887e-02	2.503875018772347416e-02	1.444470430691167928e-02	3.820281080088941406e-02	6.299685274221548947e-02	3.264141460915344350e-02	1.025904223794854991e-01
6.794907709699108950e-15	1.117780623614888537e-02	9.735046406222330750e-03	4.273511662842155098e-03	1.328560408096400407e-02	9.212729391758574596e-03	5.875113271912013602e-02	2.070946012404353831e-02	9.341689306232229054e-03	3.318831492483442086e-02	3.517609529983321132e-02	2.536110568521694753e-02	8.289388828501734197e-03	1.769151969160557766e-02	1.805990912373347038e-02	4.188762940459522105e-02	1.368196401316762283e-02	5.288435764852397747e-02	3.024641054977682611e-02	6.362616534833225035e-02	2.508630356718662482e-02	4.220650089639454983e-02	3.254920666601101437e-02	2.409733352391527778e-02	2.501582532508417681e-02	1.444560074951530687e-02	3.820280937408521149e-02	6.299685274329841489e-02	3.264141544191748179e-02	1.025770209811299460e-01
9.094719442353891292e-01	9.851702323078459760e-04	1.614176788806717666e-02	3.151441223246770340e-02	9.177860810326978619e-03	1.969065865886158659e-02	1.412260734094751731e-02	2.231690640210052222e-03	5.957205024889463893e-03	1.714835093890842641e-03	1.247243819310186498e-02	1.121917722320477789e-03	5.483388372066058149e-03	6.834528623370611077e-04	9.021473567144989297e-03	1.007510574400030667e-02	9.745120195602096497e-03	9.712554303741544048e-03	6.236591468649269445e-04	1.572948404712310594e-02	1.243774828973397747e-03	4.953579863658445596e-04	1.089545516736501385e-03	1.237821475440309144e-03	6.999070480708503850e-03	1.764576970134076883e-02	8.361541944004643664e-03	1.520520467491329707e-02	7.780970353602302721e-03	9.145451486445552863e-03
9.091670004983857245e-01	5.827028763252262980e-04	4.861070662767642304e-03	3.117895931771330620e-02	9.044301524290969396e-03	3.304449635833674181e-02	1.498313780746813630e-02	2.089604777339782501e-03	5.912038140648760536e-03	2.160923695016958839e-03	1.804083879935625481e-02	1.585625026977590312e-03	5.376369480587844460e-03	1.027431453504768118e-03	9.021431936240401073e-03	1.020114645071295081e-02	8.486938300252881012e-03	1.848613216369493842e-02	1.355987186152191222e-03	1.574636645283447253e-02	1.346760753432579361e-03	8.687681844168643891e-04	1.130821193156433726e-03	1.237805991118593255e-03	7.393234622630411035e-03	1.772099721046879392e-02	1.043877317636881727e-02	1.505864350761777076e-02	5.826251543519382452e-03	1.344799652356943459e-03
9.094549707663464044e-01	9.512781371262854328e-04	4.703665918903448227e-03	1.990366416771258140e-02	9.150568539335447379e-03	3.283395777121252135e-02	1.412266242209603805e-02	4.243092921315709878e-03	5.922846805515552537e-03	2.161565927745533449e-03	1.836290716163257314e-02	1.594702928065045312e-03	5.375542590112422983e-03	1.213795181685899767e-03	9.021330925874919415e-03	1.003931625339419056e-02	9.726415865569536592e-03	1.868660395679841088e-02	6.199007034680716066e-04	1.578152081688410230e-02	1.259286468396885383e-03	9.202776321167159025e-04	1.109239232161076966e-03	1.237786355110063151e-03	7.209398157154402013e-03	1.772288958693118976e-02	1.044006732710036668e-02	1.504360294204722982e-02	7.346126769627882823e-03	9.696181285512882331e-03
7.920510815958133055e-02	3.428446137126877485e-03	4.118465926759222830e-04	1.622705270978532649e-02	1.347428959647590900e-03	4.527939861141358664e-03	1.064979805787652674e-02	2.550947942387653614e-02	1.142923124908254429e-02	7.199879843485494299e-03	4.457469945644039998e-03	2.608254550690112736e-02	1.332399967940889503e-02	8.451634059330600732e-03	2.007546912314993326e-03	3.088383409884949346e-02	4.940916306864927623e-03	1.558684543011875333e-03	6.260484741702962257e-03	1.391332576081800131e-02	2.155155183596773119e-02	1.245452220625817936e-03	3.943188188820255687e-03	4.869730690148413310e-03	4.601711769847081565e-03	1.072081814519789018e-02	4.197862601000771840e-03	9.541377314599665954e-03	2.430733043163097688e-03	1.344241775586070336e-03
8.766023303870633041e-03	3.168754685569543511e-02	1.907821839652260737e-02	9.544623993864714828e-03	6.023916064318218322e-04	4.423787857731256018e-03	1.045371915751036086e-02	1.988911447846244268e-02	1.305818074250848435e-02	4.476631074749942360e-03	6.179954529898601216e-03	2.587316408811030782e-02	1.326521845668460556e-02	9.087173237014856131e-03	1.864609525021937312e-03	3.033606571383302627e-02	5.488527843857537655e-03	1.775997753953703628e-02	7.523542169917266272e-03	1.449497741638547041e-02	2.204071974919720456e-02	1.772343897865737280e-03	3.961043858359534521e-03	2.586288152454529858e-03	2.503466429255721010e-03	1.063061209505995058e-02	4.867727262275487431e-03	8.994784631162835997e-03	1.805077046093136832e-04	1.558759394629422512e-03
4.803741489275772936e-01	1.890489954439579859e-02	2.085783278462325849e-02	1.047875830369561327e-02	4.368736821417412079e-04	3.305407975653511764e-03	1.025636667232119638e-02	1.523918044669701072e-02	8.022575836139755195e-03	8.640867006140875994e-03	4.441466030319808980e-03	1.094751568881814630e-03	1.314682270234853248e-02	6.927712870387684602e-03	1.449211927736605583e-03	1.889743284417224820e-02	1.562611203566948229e-03	6.694525126744854844e-03	6.013492137682215077e-03	1.389612991978991970e-02	1.650866817009313120e-02	3.859864669030010388e-03	4.901448073138787651e-03	5.669799499857193503e-03	3.189063509286053661e-03	1.075299370429649501e-02	4.874510384387765842e-03	9.395002394579080734e-03	3.461754041636790416e-03	1.285575343521502649e-03
4.800366868200183768e-01	1.885959070728787310e-02	1.967791507546634566e-02	9.868623905662480753e-03	4.357230311615516399e-04	3.354610640372201070e-03	1.058534614563322145e-02	1.523709301113757367e-02	6.055946465378514790e-03	4.682435358344031948e-03	4.539631221627117401e-03	2.478043357476137493e-02	1.314750161052805413e-02	9.005318398632593951e-03	1.622238440723873217e-03	1.889906916316611007e-02	5.088048333685403490e-03	1.000335485172814884e-03	6.014296443055892893e-03	1.195612297789052855e-02	1.650450480365563480e-02	3.860810209002131684e-03	5.076540005732434538e-03	4.904858541393800238e-03	3.173208243995226645e-03	1.075082316281644051e-02	4.922318130099615288e-03	9.395094577251359227e-03	3.631193209190927609e-03	8.257079590858621213e-04
4.803741489274981902e-01	1.914661428450873185e-02	1.789597377792319366e-02	1.233380601545954434e-02	4.316361436943793109e-04	3.342647313972823241e-03	1.047224916352840381e-02	1.523378752170727324e-02	6.131652286810205382e-03	1.224196416499156309e-02	4.440787972988050232e-03	1.079177160208655284e-02	1.314699259124937382e-02	9.086518391851691745e-03	1.448561309485199957e-03	1.889745475621653834e-02	2.240471702052971269e-03	6.694522888502789197e-03	6.012942061669082454e-03	1.397639982573562270e-02	1.650713812451693255e-02	3.860482285550281920e-03	5.083755930934775145e-03	3.056175778006067073e-03	3.174935408409885161e-03	1.075297909718693663e-02	4.862674070068496134e-03	9.394911137114388133e-03	3.526596032235424297e-03	1.288878517452666682e-03
5.718038371902038619e-02	3.205220109904592662e-02	1.342309036502446588e-02	9.548206950487955758e-03	5.620386113527581868e-04	7.462436375363126241e-03	1.040836210584962680e-02	1.989968606656116260e-02	9.695550844573469149e-03	6.821408991417154261e-03	6.621121296805832293e-03	1.232571215934254866e-02	1.324623988223031477e-02	9.047522709046580680e-03	4.350166930695289862e-03	3.014149740473846470e-02	5.557765700632275388e-03	1.754322075792963051e-02	6.058090853347769533e-03	3.148763750351104770e-03	2.203577395435761185e-02	1.861199277854278227e-03	3.968664707280017759e-03	4.646963478468761621e-03	2.094735425064974885e-03	1.299103805774841185e-02	4.999111478909181935e-03	9.407028351794761295e-03	2.188425505725404832e-04	1.348262256497242744e-03
4.417942668330429590e-01	2.184848305057025472e-02	1.897808073202585447e-02	9.263998266937788564e-03	4.452361764452761458e-04	4.437742423777753936e-03	1.049208375293488212e-02	7.819960907037130232e-03	6.073958876788362361e-03	9.945457874405113849e-03	4.441183428222697342e-03	8.590641511434704905e-03	1.537895245318741423e-02	8.446202952483472179e-03	1.464664293846375687e-03	2.262199699357759705e-02	5.191767044861163305e-03	6.683548767710199325e-03	1.434267305575578216e-03	1.347125351379136957e-03	1.607441140143360883e-02	3.014249794699263088e-03	3.518270844246289622e-03	4.721083128546957851e-03	3.602643899324310325e-03	1.059596046180806724e-02	4.858712015744155385e-03	9.081194771318083087e-03	5.613185230446039557e-03	1.289174778243394560e-03
7.886068243312287507e-01	1.995830122377574220e-02	1.952326911991732888e-02	1.017142107309728337e-02	4.318547728230087831e-04	4.442577638203507907e-03	1.045481249471574489e-02	1.260492281063136516e-02	6.051861298165440647e-03	9.865740480615114993e-03	4.441183357504821343e-03	2.457061120785682118e-02	1.294111949086029258e-02	9.004000438200302284e-03	1.459811421723118110e-03	2.264288265978354336e-02	5.322817242717680676e-03	6.559972419617532413e-03	6.124668434037584298e-03	1.399777203031611281e-02	1.607601098137956611e-02	3.840690935865083682e-03	3.518342794997229329e-03	4.906172132702397125e-03	3.128568723374600211e-03	1.059568109050637412e-02	3.555990458916739004e-03	9.199142829093426288e-03	3.501141316477590811e-03	1.404621193183513668e-03
